image_id,record_ids,file_path,description,source_id,source_page_url,asset_url,source_date,collected_at,license,notes
CSUT_IMG015,Y-N010,assets/csut-images/yuntang-taihegong-fish-noodles.jpeg,太和公鱼粉相关图,CSUT_SRC004,https://www.sohu.com/a/321172668_148724,https://5b0988e595225.cdn.sohucs.com/images/20190617/886e6178da2248069fb823454fdf9e98.jpeg,2019-06-16,2026-07-18,未知,按原文图文顺序关联
CSUT_IMG016,Y-N011,assets/csut-images/yuntang-south-crispy-corn.jpeg,云塘南门脆皮玉米相关图,CSUT_SRC004,https://www.sohu.com/a/321172668_148724,https://5b0988e595225.cdn.sohucs.com/images/20190617/533ca74784f748a5b12cc17c90f097b6.jpeg,2019-06-16,2026-07-18,未知,按原文图文顺序关联
CSUT_IMG017,J-N003,assets/csut-images/jinpen-chiling-341-restaurant.jpeg,赤岭路341号土菜馆菜品图,CSUT_SRC004,https://www.sohu.com/a/321172668_148724,https://5b0988e595225.cdn.sohucs.com/images/20190617/aa52ec1551ea44789cae499b377fcec2.jpeg,2019-06-16,2026-07-18,未知,原文店名图片无法可靠识别
CSUT_IMG018,J-N002,assets/csut-images/jinpen-chenji-noodles.jpeg,陈记老放心面馆相关图,CSUT_SRC004,https://www.sohu.com/a/321172668_148724,https://5b0988e595225.cdn.sohucs.com/images/20190617/01d42c9df0754106930fb99358d24e4e.jpeg,2019-06-16,2026-07-18,未知,按原文图文顺序关联
CSUT_IMG019,J-C004|J-S003,assets/csut-images/jinpen-south-pancake.jpeg,金盆岭南苑杂粮煎饼图,CSUT_SRC004,https://www.sohu.com/a/321172668_148724,https://5b0988e595225.cdn.sohucs.com/images/20190617/0a327a762b6b44ffb155b5b9d46070c5.jpeg,2019-06-16,2026-07-18,未知,按原文图文顺序关联
CSUT_IMG020,J-C001|J-C002,assets/csut-images/jinpen-csut-section.jpeg,长沙理工大学校门口美食文章中的长理段落配图,CSUT_SRC005,https://www.sohu.com/a/230682375_390672,https://5b0988e595225.cdn.sohucs.com/images/20180507/f87b0c45e43d490ea4442e24e1a1a612.jpeg,2018-05-07,2026-07-18,未知,文章级配图，不对应单一商家
CSUT_IMG021,J-S001,assets/csut-images/jinpen-campus-food-search.jpeg,莫小喃自选水饺专题搜索缩略图,CSUT_SRC007,https://www.sogou.com/web?query=长沙理工大学%20金盆岭校区%20食堂%20美食%20商家%20评价,,2026-07-18,2026-07-18,未知,搜狗结果缩略图；原公众号正文受验证限制
CSUT_IMG022,J-C001|J-C002|J-C003|J-C004,assets/csut-images/jinpen-freshman-guide-search.jpeg,金盆岭四个食堂新生攻略搜索缩略图,CSUT_SRC008,https://www.sogou.com/web?query=新生攻略%28四%29%20小鲸%20长理美食,,2026-07-18,2026-07-18,未知,搜狗结果缩略图
CSUT_IMG023,J-N001|J-N004|J-N005,assets/csut-images/jinpen-nearby-guide-search.jpeg,金村周边攻略搜索缩略图,CSUT_SRC006,https://www.sogou.com/web?query=长沙理工大学%20金盆岭校区%20周边%20美食%20餐厅%20推荐,,2018-09-02,2026-07-18,未知,搜狗结果缩略图
CSUT_IMG024,Y-N012|Y-N013|Y-N014,assets/csut-images/yuntang-nearby-guide-search.jpeg,云塘校区周边美食攻略搜索缩略图,CSUT_SRC009,https://www.sogou.com/web?query=长沙理工大学%20云塘校区%20周边%20美食%20餐厅%20推荐,,2026-07-18,2026-07-18,未知,搜狗结果缩略图；正文受微信验证限制
CSUT_IMG025,Y-C001|Y-C002,assets/csut-images/yuntang-official-guide-food.jpeg,学校官方云塘新生指南中的食堂推荐配图,CSUT_SRC002,http://www.csust.edu.cn/xyhzc/info/1031/1444.htm,https://pics.usho.cn/article/weixin/306b6aefa51393afd5464af30b5803a9,2021-09-16,2026-07-18,未知,学校官网公开图片
